Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
1,3,2,2010-07-19 00:00:00,,
2,2,2,2010-07-19 00:00:00,,
3,5,2,2010-07-19 00:00:00,,
4,5,2,2010-07-19 00:00:00,,
5,3,2,2010-07-19 00:00:00,,
6,4,2,2010-07-19 00:00:00,,
7,2,2,2010-07-19 00:00:00,,
10,3,2,2010-07-19 00:00:00,,
11,5,2,2010-07-19 00:00:00,,
12,6,2,2010-07-19 00:00:00,,
13,6,5,2010-07-19 00:00:00,58,
14,10,2,2010-07-19 00:00:00,,
15,5,2,2010-07-19 00:00:00,,
16,2,2,2010-07-19 00:00:00,,
17,6,2,2010-07-19 00:00:00,,
19,6,5,2010-07-19 00:00:00,6,
20,1,2,2010-07-19 00:00:00,,
21,3,2,2010-07-19 00:00:00,,
22,5,2,2010-07-19 00:00:00,,
23,9,2,2010-07-19 00:00:00,,
24,14,2,2010-07-19 00:00:00,,
25,16,2,2010-07-19 00:00:00,,
26,13,2,2010-07-19 00:00:00,,
27,6,2,2010-07-19 00:00:00,,
28,17,2,2010-07-19 00:00:00,,
29,14,3,2010-07-19 00:00:00,,
30,21,2,2010-07-19 00:00:00,,
31,1,2,2010-07-19 00:00:00,,
32,22,2,2010-07-19 00:00:00,,
33,2,2,2010-07-19 00:00:00,,
34,5,2,2010-07-19 00:00:00,,
35,20,2,2010-07-19 00:00:00,,
36,16,2,2010-07-19 00:00:00,,
37,1,2,2010-07-19 00:00:00,,
38,15,2,2010-07-19 00:00:00,,
39,6,2,2010-07-19 00:00:00,,
40,5,2,2010-07-19 00:00:00,,
41,13,2,2010-07-19 00:00:00,,
42,5,2,2010-07-19 00:00:00,,
43,4,2,2010-07-19 00:00:00,,
44,9,2,2010-07-19 00:00:00,,
45,17,2,2010-07-19 00:00:00,,
46,31,2,2010-07-19 00:00:00,,
47,22,2,2010-07-19 00:00:00,,
48,22,2,2010-07-19 00:00:00,,
49,17,2,2010-07-19 00:00:00,,
50,22,2,2010-07-19 00:00:00,,
51,29,2,2010-07-19 00:00:00,,
52,20,2,2010-07-19 00:00:00,,
53,2,2,2010-07-19 00:00:00,,
54,25,2,2010-07-19 00:00:00,,
55,32,2,2010-07-19 00:00:00,,
56,31,2,2010-07-19 00:00:00,,
57,22,5,2010-07-19 00:00:00,66,
58,26,2,2010-07-19 00:00:00,,
59,1,5,2010-07-19 00:00:00,66,
61,5,2,2010-07-19 00:00:00,,
62,3,2,2010-07-19 00:00:00,,
63,26,2,2010-07-19 00:00:00,,
65,3,2,2010-07-19 00:00:00,,
66,32,2,2010-07-19 00:00:00,,
67,40,2,2010-07-19 00:00:00,,
68,45,2,2010-07-19 00:00:00,,
69,8,3,2010-07-19 00:00:00,,
70,33,2,2010-07-19 00:00:00,,
71,49,2,2010-07-19 00:00:00,,
72,8,3,2010-07-19 00:00:00,,
73,46,3,2010-07-19 00:00:00,,
74,6,2,2010-07-19 00:00:00,,
75,6,5,2010-07-19 00:00:00,71,
76,5,2,2010-07-19 00:00:00,,
77,3,2,2010-07-19 00:00:00,,
78,40,2,2010-07-19 00:00:00,,
79,28,2,2010-07-19 00:00:00,,
81,31,2,2010-07-19 00:00:00,,
82,8,3,2010-07-19 00:00:00,,
84,50,2,2010-07-19 00:00:00,,
85,52,2,2010-07-19 00:00:00,,
86,47,2,2010-07-19 00:00:00,,
87,52,2,2010-07-19 00:00:00,,
88,22,2,2010-07-19 00:00:00,,
89,22,5,2010-07-19 00:00:00,22,
90,53,2,2010-07-19 00:00:00,,
91,59,2,2010-07-19 00:00:00,,
92,50,2,2010-07-19 00:00:00,,
93,56,2,2010-07-19 00:00:00,,
94,45,2,2010-07-19 00:00:00,,
95,36,2,2010-07-19 00:00:00,,
96,63,2,2010-07-19 00:00:00,,
97,44,2,2010-07-19 00:00:00,,
98,63,2,2010-07-19 00:00:00,,
99,36,2,2010-07-19 00:00:00,,
100,65,2,2010-07-19 00:00:00,,
101,66,2,2010-07-19 00:00:00,,
102,69,2,2010-07-19 00:00:00,,
103,48,2,2010-07-19 00:00:00,,
104,49,2,2010-07-19 00:00:00,,
105,65,2,2010-07-19 00:00:00,,
106,5,2,2010-07-19 00:00:00,,
107,14,2,2010-07-19 00:00:00,,
108,65,2,2010-07-19 00:00:00,,
109,65,2,2010-07-19 00:00:00,,
110,31,5,2010-07-19 00:00:00,94,
111,31,2,2010-07-19 00:00:00,,
112,58,2,2010-07-19 00:00:00,,
113,12,2,2010-07-19 00:00:00,,
114,71,2,2010-07-19 00:00:00,,
115,6,2,2010-07-19 00:00:00,,
116,6,5,2010-07-19 00:00:00,22,
118,61,2,2010-07-19 00:00:00,,
119,41,2,2010-07-19 00:00:00,,
120,77,2,2010-07-19 00:00:00,,
121,48,2,2010-07-19 00:00:00,,
122,72,2,2010-07-19 00:00:00,,
123,57,3,2010-07-19 00:00:00,,
124,63,2,2010-07-19 00:00:00,,
125,53,2,2010-07-19 00:00:00,,
127,5,2,2010-07-19 00:00:00,,
128,44,3,2010-07-19 00:00:00,,
132,46,3,2010-07-19 00:00:00,,
133,5,2,2010-07-19 00:00:00,,
134,65,2,2010-07-19 00:00:00,,
135,73,3,2010-07-19 00:00:00,,
136,76,2,2010-07-19 00:00:00,,
137,3,2,2010-07-19 00:00:00,,
139,53,2,2010-07-19 00:00:00,,
140,53,5,2010-07-19 00:00:00,87,
141,77,2,2010-07-19 00:00:00,,
142,36,2,2010-07-19 00:00:00,,
143,73,2,2010-07-19 00:00:00,,
144,76,2,2010-07-19 00:00:00,,
145,36,2,2010-07-19 00:00:00,,
146,79,2,2010-07-19 00:00:00,,
147,44,5,2010-07-19 00:00:00,102,
148,44,2,2010-07-19 00:00:00,,
149,44,2,2010-07-19 00:00:00,,
150,63,2,2010-07-19 00:00:00,,
151,67,3,2010-07-19 00:00:00,,
152,84,2,2010-07-19 00:00:00,,
154,80,2,2010-07-19 00:00:00,,
155,8,2,2010-07-19 00:00:00,,
156,44,2,2010-07-19 00:00:00,,
157,84,2,2010-07-19 00:00:00,,
158,57,3,2010-07-19 00:00:00,,
160,43,2,2010-07-19 00:00:00,,
161,44,2,2010-07-19 00:00:00,,
162,84,2,2010-07-19 00:00:00,,
163,8,3,2010-07-19 00:00:00,,
164,57,2,2010-07-19 00:00:00,,
165,85,2,2010-07-19 00:00:00,,
166,50,2,2010-07-19 00:00:00,,
167,48,2,2010-07-19 00:00:00,,
168,76,2,2010-07-19 00:00:00,,
169,81,2,2010-07-19 00:00:00,,
170,64,2,2010-07-19 00:00:00,,
171,51,2,2010-07-19 00:00:00,,
173,80,2,2010-07-19 00:00:00,,
174,50,2,2010-07-19 00:00:00,,
176,90,2,2010-07-19 00:00:00,,
177,83,2,2010-07-19 00:00:00,,
178,23,2,2010-07-19 00:00:00,,
179,59,2,2010-07-19 00:00:00,,
180,2,2,2010-07-19 00:00:00,,
181,26,2,2010-07-19 00:00:00,,
182,91,2,2010-07-19 00:00:00,,
183,91,2,2010-07-19 00:00:00,,
186,94,2,2010-07-19 00:00:00,,
187,5,2,2010-07-19 00:00:00,,
188,31,2,2010-07-19 00:00:00,,
189,5,2,2010-07-19 00:00:00,,
190,76,2,2010-07-19 00:00:00,,
191,73,2,2010-07-19 00:00:00,,
192,97,2,2010-07-19 00:00:00,,
193,47,2,2010-07-19 00:00:00,,
194,10,2,2010-07-19 00:00:00,,
195,43,2,2010-07-19 00:00:00,,
196,78,2,2010-07-19 00:00:00,,
197,55,2,2010-07-19 00:00:00,,
198,44,2,2010-07-19 00:00:00,,
199,89,2,2010-07-19 00:00:00,,
200,15,2,2010-07-19 00:00:00,,
201,98,2,2010-07-19 00:00:00,,
202,91,2,2010-07-19 00:00:00,,
203,5,2,2010-07-19 00:00:00,,
204,6,5,2010-07-19 00:00:00,24,
205,10,5,2010-07-19 00:00:00,24,
206,54,2,2010-07-19 00:00:00,,
208,95,2,2010-07-19 00:00:00,,
209,100,2,2010-07-19 00:00:00,,
211,73,3,2010-07-19 00:00:00,,
214,76,2,2010-07-19 00:00:00,,
215,105,2,2010-07-19 00:00:00,,
216,102,3,2010-07-19 00:00:00,,
217,67,2,2010-07-19 00:00:00,,
218,44,3,2010-07-19 00:00:00,,
219,3,2,2010-07-19 00:00:00,,
220,78,2,2010-07-19 00:00:00,,
221,105,2,2010-07-19 00:00:00,,
222,107,2,2010-07-19 00:00:00,,
223,31,2,2010-07-19 00:00:00,,
224,103,2,2010-07-19 00:00:00,,
226,69,2,2010-07-19 00:00:00,,
227,75,2,2010-07-19 00:00:00,,
228,75,5,2010-07-19 00:00:00,22,
229,1,2,2010-07-19 00:00:00,,
230,80,2,2010-07-19 00:00:00,,
231,99,2,2010-07-19 00:00:00,,
232,26,2,2010-07-19 00:00:00,,
233,80,1,2010-07-19 00:00:00,,
234,104,2,2010-07-19 00:00:00,,
235,103,2,2010-07-19 00:00:00,,
236,105,2,2010-07-19 00:00:00,,
237,107,2,2010-07-19 00:00:00,,
238,108,2,2010-07-19 00:00:00,,
239,103,5,2010-07-19 00:00:00,128,
240,113,5,2010-07-19 00:00:00,22,
241,113,2,2010-07-19 00:00:00,,
244,5,2,2010-07-19 00:00:00,,
245,5,2,2010-07-19 00:00:00,,
246,14,2,2010-07-19 00:00:00,,
247,103,3,2010-07-19 00:00:00,,
249,78,2,2010-07-19 00:00:00,,
250,78,2,2010-07-19 00:00:00,,
251,110,2,2010-07-19 00:00:00,,
252,114,2,2010-07-19 00:00:00,,
253,18,2,2010-07-19 00:00:00,,
254,7,2,2010-07-19 00:00:00,,
255,76,2,2010-07-19 00:00:00,,
256,111,2,2010-07-19 00:00:00,,
257,90,2,2010-07-19 00:00:00,,
258,94,2,2010-07-19 00:00:00,,
259,96,2,2010-07-19 00:00:00,,
260,8,3,2010-07-19 00:00:00,,
261,118,2,2010-07-19 00:00:00,,
262,114,2,2010-07-19 00:00:00,,
263,114,5,2010-07-19 00:00:00,22,
267,5,2,2010-07-19 00:00:00,,
268,99,2,2010-07-19 00:00:00,,
269,123,2,2010-07-19 00:00:00,,
270,123,2,2010-07-19 00:00:00,,
271,121,2,2010-07-19 00:00:00,,
272,120,2,2010-07-19 00:00:00,,
275,65,2,2010-07-19 00:00:00,,
276,126,2,2010-07-19 00:00:00,,
278,120,2,2010-07-19 00:00:00,,
279,126,2,2010-07-19 00:00:00,,
281,124,5,2010-07-19 00:00:00,81,
282,124,2,2010-07-19 00:00:00,,
283,131,2,2010-07-19 00:00:00,,
284,125,2,2010-07-19 00:00:00,,
285,85,2,2010-07-19 00:00:00,,
286,131,2,2010-07-19 00:00:00,,
287,116,2,2010-07-19 00:00:00,,
288,126,2,2010-07-19 00:00:00,,
289,105,2,2010-07-19 00:00:00,,
290,121,2,2010-07-19 00:00:00,,
291,123,2,2010-07-19 00:00:00,,
292,103,5,2010-07-19 00:00:00,142,
294,138,2,2010-07-19 00:00:00,,
296,140,2,2010-07-19 00:00:00,,
297,65,2,2010-07-19 00:00:00,,
298,144,2,2010-07-19 00:00:00,,
299,131,2,2010-07-19 00:00:00,,
300,6,2,2010-07-19 00:00:00,,
302,7,2,2010-07-19 00:00:00,,
303,75,5,2010-07-19 00:00:00,142,
305,3,5,2010-07-19 00:00:00,142,
306,103,2,2010-07-19 00:00:00,,
307,63,2,2010-07-19 00:00:00,,
308,31,2,2010-07-19 00:00:00,,
309,147,2,2010-07-19 00:00:00,,
310,148,2,2010-07-19 00:00:00,,
311,22,2,2010-07-19 00:00:00,,
313,78,1,2010-07-19 00:00:00,,
314,149,2,2010-07-19 00:00:00,,
315,134,2,2010-07-19 00:00:00,,
317,124,2,2010-07-19 00:00:00,,
324,118,2,2010-07-19 00:00:00,,
325,3,2,2010-07-19 00:00:00,,
326,69,2,2010-07-19 00:00:00,,
327,130,2,2010-07-19 00:00:00,,
328,124,5,2010-07-19 00:00:00,138,
329,117,2,2010-07-19 00:00:00,,
330,153,2,2010-07-19 00:00:00,,
331,157,2,2010-07-19 00:00:00,,
332,155,2,2010-07-19 00:00:00,,
333,157,2,2010-07-19 00:00:00,,
334,103,5,2010-07-19 00:00:00,158,
335,141,2,2010-07-19 00:00:00,,
336,107,2,2010-07-19 00:00:00,,
337,108,2,2010-07-19 00:00:00,,
338,41,2,2010-07-19 00:00:00,,
339,120,2,2010-07-19 00:00:00,,
340,123,2,2010-07-19 00:00:00,,
341,125,2,2010-07-19 00:00:00,,
342,145,2,2010-07-19 00:00:00,,
343,50,2,2010-07-19 00:00:00,,
344,147,2,2010-07-19 00:00:00,,
345,148,2,2010-07-19 00:00:00,,
346,7,5,2010-07-19 00:00:00,158,
347,7,2,2010-07-19 00:00:00,,
349,22,2,2010-07-19 00:00:00,,
350,6,5,2010-07-19 00:00:00,158,
351,73,5,2010-07-19 00:00:00,158,
352,73,2,2010-07-19 00:00:00,,
353,3,2,2010-07-19 00:00:00,,
354,3,5,2010-07-19 00:00:00,158,
355,114,5,2010-07-19 00:00:00,158,
356,117,2,2010-07-19 00:00:00,,
358,75,2,2010-07-19 00:00:00,,
359,75,5,2010-07-19 00:00:00,158,
360,138,5,2010-07-19 00:00:00,158,
361,143,2,2010-07-19 00:00:00,,
362,137,2,2010-07-19 00:00:00,,
363,125,5,2010-07-19 00:00:00,158,
364,25,2,2010-07-19 00:00:00,,
365,120,2,2010-07-19 00:00:00,,
366,121,2,2010-07-19 00:00:00,,
367,22,2,2010-07-19 00:00:00,,
368,22,5,2010-07-19 00:00:00,71,
369,56,2,2010-07-19 00:00:00,,
370,1,2,2010-07-19 00:00:00,,
371,1,5,2010-07-19 00:00:00,71,
372,154,2,2010-07-19 00:00:00,,
373,15,2,2010-07-19 00:00:00,,
374,103,2,2010-07-19 00:00:00,,
375,31,2,2010-07-19 00:00:00,,
376,143,2,2010-07-19 00:00:00,,
377,137,2,2010-07-19 00:00:00,,
378,124,2,2010-07-19 00:00:00,,
379,31,2,2010-07-19 00:00:00,,
382,172,2,2010-07-19 00:00:00,,
383,153,2,2010-07-20 00:00:00,,
384,126,2,2010-07-20 00:00:00,,
385,174,2,2010-07-20 00:00:00,,
386,77,2,2010-07-20 00:00:00,,
387,63,2,2010-07-20 00:00:00,,
388,117,2,2010-07-20 00:00:00,,
389,177,2,2010-07-20 00:00:00,,
390,96,2,2010-07-20 00:00:00,,
391,91,2,2010-07-20 00:00:00,,
392,179,2,2010-07-20 00:00:00,,
393,168,2,2010-07-20 00:00:00,,
394,5,2,2010-07-20 00:00:00,,
396,166,2,2010-07-20 00:00:00,,
397,147,2,2010-07-20 00:00:00,,
398,148,2,2010-07-20 00:00:00,,
399,180,2,2010-07-20 00:00:00,,
400,169,2,2010-07-20 00:00:00,,
401,164,2,2010-07-20 00:00:00,,
402,101,2,2010-07-20 00:00:00,,
403,73,2,2010-07-20 00:00:00,,
404,145,2,2010-07-20 00:00:00,,
405,81,2,2010-07-20 00:00:00,,
406,73,5,2010-07-20 00:00:00,90,
407,177,2,2010-07-20 00:00:00,,
408,177,2,2010-07-20 00:00:00,,
409,182,2,2010-07-20 00:00:00,,
410,135,2,2010-07-20 00:00:00,,
411,29,2,2010-07-20 00:00:00,,
413,124,2,2010-07-20 00:00:00,,
414,124,5,2010-07-20 00:00:00,80,
415,4,2,2010-07-20 00:00:00,,
416,137,2,2010-07-20 00:00:00,,
417,159,2,2010-07-20 00:00:00,,
418,182,3,2010-07-20 00:00:00,,
419,177,2,2010-07-20 00:00:00,,
420,130,5,2010-07-20 00:00:00,169,
421,187,2,2010-07-20 00:00:00,,
422,170,2,2010-07-20 00:00:00,,
423,175,2,2010-07-20 00:00:00,,
424,166,2,2010-07-20 00:00:00,,
425,172,2,2010-07-20 00:00:00,,
426,165,2,2010-07-20 00:00:00,,
427,41,3,2010-07-20 00:00:00,,
428,22,2,2010-07-20 00:00:00,,
429,188,2,2010-07-20 00:00:00,,
430,165,2,2010-07-20 00:00:00,,
431,121,2,2010-07-20 00:00:00,,
432,192,5,2010-07-20 00:00:00,1356,
433,5,2,2010-07-20 00:00:00,,
434,153,2,2010-07-20 00:00:00,,
436,159,2,2010-07-20 00:00:00,,
437,97,2,2010-07-20 00:00:00,,
438,97,5,2010-07-20 00:00:00,24,
439,66,2,2010-07-20 00:00:00,,
440,86,2,2010-07-20 00:00:00,,
441,79,2,2010-07-20 00:00:00,,
442,189,2,2010-07-20 00:00:00,,
443,134,2,2010-07-20 00:00:00,,
444,166,2,2010-07-20 00:00:00,,
445,170,2,2010-07-20 00:00:00,,
446,174,2,2010-07-20 00:00:00,,
447,184,2,2010-07-20 00:00:00,,
448,33,2,2010-07-20 00:00:00,,
449,156,5,2010-07-20 00:00:00,148,
450,104,2,2010-07-20 00:00:00,,
451,165,2,2010-07-20 00:00:00,,
452,192,2,2010-07-20 00:00:00,,
454,192,2,2010-07-20 00:00:00,,
455,151,2,2010-07-20 00:00:00,,
456,103,2,2010-07-20 00:00:00,,
457,165,2,2010-07-20 00:00:00,,
458,56,2,2010-07-20 00:00:00,,
459,114,5,2010-07-20 00:00:00,83,
460,193,2,2010-07-20 00:00:00,,
461,42,2,2010-07-20 00:00:00,,
462,130,2,2010-07-20 00:00:00,,
463,23,2,2010-07-20 00:00:00,,
464,176,2,2010-07-20 00:00:00,,
465,189,2,2010-07-20 00:00:00,,
466,91,2,2010-07-20 00:00:00,,
467,118,2,2010-07-20 00:00:00,,
468,198,2,2010-07-20 00:00:00,,
469,3,2,2010-07-20 00:00:00,,
470,5,2,2010-07-20 00:00:00,,
471,101,2,2010-07-20 00:00:00,,
472,151,1,2010-07-20 00:00:00,,
473,61,2,2010-07-20 00:00:00,,
474,57,2,2010-07-20 00:00:00,,
475,121,2,2010-07-20 00:00:00,,
476,202,2,2010-07-20 00:00:00,,
477,172,2,2010-07-20 00:00:00,,
478,118,2,2010-07-20 00:00:00,,
479,7,2,2010-07-20 00:00:00,,
480,165,2,2010-07-20 00:00:00,,
481,200,2,2010-07-20 00:00:00,,
482,199,2,2010-07-20 00:00:00,,
483,44,2,2010-07-20 00:00:00,,
484,5,2,2010-07-20 00:00:00,,
487,170,5,2010-07-20 00:00:00,18,
489,200,2,2010-07-20 00:00:00,,
490,151,2,2010-07-20 00:00:00,,
491,166,2,2010-07-20 00:00:00,,
492,74,2,2010-07-20 00:00:00,,
493,209,2,2010-07-20 00:00:00,,
494,213,2,2010-07-20 00:00:00,,
496,1,2,2010-07-20 00:00:00,,
497,118,2,2010-07-20 00:00:00,,
498,101,2,2010-07-20 00:00:00,,
499,149,1,2010-07-20 00:00:00,,
500,216,5,2010-07-20 00:00:00,71,
501,216,2,2010-07-20 00:00:00,,
502,217,2,2010-07-20 00:00:00,,
504,149,2,2010-07-20 00:00:00,,
505,213,2,2010-07-20 00:00:00,,
506,208,2,2010-07-20 00:00:00,,
507,46,2,2010-07-20 00:00:00,,
508,111,2,2010-07-20 00:00:00,,
509,15,2,2010-07-20 00:00:00,,
510,215,2,2010-07-20 00:00:00,,
511,211,2,2010-07-20 00:00:00,,
512,205,2,2010-07-20 00:00:00,,
513,221,2,2010-07-20 00:00:00,,
514,213,2,2010-07-20 00:00:00,,
515,118,2,2010-07-20 00:00:00,,
518,119,3,2010-07-20 00:00:00,,
519,221,2,2010-07-20 00:00:00,,
520,221,2,2010-07-20 00:00:00,,
521,95,2,2010-07-20 00:00:00,,
522,95,5,2010-07-20 00:00:00,154,
524,207,2,2010-07-20 00:00:00,,
525,165,2,2010-07-20 00:00:00,,
526,126,2,2010-07-20 00:00:00,,
527,7,2,2010-07-20 00:00:00,,
528,18,2,2010-07-20 00:00:00,,
529,225,2,2010-07-20 00:00:00,,
530,224,2,2010-07-20 00:00:00,,
531,223,2,2010-07-20 00:00:00,,
532,209,2,2010-07-20 00:00:00,,
533,222,2,2010-07-20 00:00:00,,
534,220,2,2010-07-20 00:00:00,,
535,216,2,2010-07-20 00:00:00,,
536,213,2,2010-07-20 00:00:00,,
537,212,2,2010-07-20 00:00:00,,
538,206,2,2010-07-20 00:00:00,,
539,205,2,2010-07-20 00:00:00,,
540,203,2,2010-07-20 00:00:00,,
541,196,2,2010-07-20 00:00:00,,
542,195,2,2010-07-20 00:00:00,,
543,194,2,2010-07-20 00:00:00,,
544,192,2,2010-07-20 00:00:00,,
545,183,2,2010-07-20 00:00:00,,
546,181,2,2010-07-20 00:00:00,,
